image,sigma,method,psnr,ssim
T2_coronal_091.npy,0.25,RicianNet,21.07921795550354,0.7554196119308472
T2_coronal_091.npy,0.25,Attention U-Net,20.597984699907283,0.7271255850791931
T2_coronal_092.npy,0.25,Noisy,12.848621690697913,0.37410643696784973
T2_coronal_092.npy,0.25,DnCNN,21.6783406325659,0.7838276624679565
T2_coronal_092.npy,0.25,RicianNet,21.19493159504203,0.7649731636047363
T2_coronal_092.npy,0.25,Attention U-Net,20.59141507904225,0.7366647124290466
T2_coronal_096.npy,0.25,Noisy,12.774863644987391,0.3678511679172516
T2_coronal_096.npy,0.25,DnCNN,21.238150514788412,0.7766725420951843
T2_coronal_096.npy,0.25,RicianNet,20.919851064773386,0.761612057685852
T2_coronal_096.npy,0.25,Attention U-Net,20.44295572778104,0.7373946905136108
T2_coronal_097.npy,0.25,Noisy,12.789665522998913,0.37197208404541016
T2_coronal_097.npy,0.25,DnCNN,21.295488276050563,0.777588963508606
T2_coronal_097.npy,0.25,RicianNet,20.889247252572094,0.7575078010559082
T2_coronal_097.npy,0.25,Attention U-Net,20.543399485921483,0.7418198585510254
T2_coronal_098.npy,0.25,Noisy,12.771535714942841,0.3701622188091278
T2_coronal_098.npy,0.25,DnCNN,21.63275545808778,0.7887185215950012
T2_coronal_098.npy,0.25,RicianNet,21.218273961028054,0.7706035375595093
T2_coronal_098.npy,0.25,Attention U-Net,20.73305080377611,0.7433580160140991
T2_coronal_099.npy,0.25,Noisy,12.751613888854054,0.36193040013313293
T2_coronal_099.npy,0.25,DnCNN,21.335874537454092,0.7714560031890869
T2_coronal_099.npy,0.25,RicianNet,20.982728608301613,0.7587480545043945
T2_coronal_099.npy,0.25,Attention U-Net,20.631498627283964,0.7368617057800293
T2_coronal_107.npy,0.25,Noisy,12.828165204975297,0.3652229905128479
T2_coronal_107.npy,0.25,DnCNN,21.753492790105255,0.7951098680496216
T2_coronal_107.npy,0.25,RicianNet,21.374068656480617,0.7784099578857422
T2_coronal_107.npy,0.25,Attention U-Net,20.593417287353894,0.7413780689239502
T2_coronal_109.npy,0.25,Noisy,12.861071488899201,0.36614730954170227
T2_coronal_109.npy,0.25,DnCNN,21.685443320079884,0.7872746586799622
T2_coronal_109.npy,0.25,RicianNet,21.29398693346724,0.7682920694351196
T2_coronal_109.npy,0.25,Attention U-Net,20.597085683577202,0.7453202605247498
T2_coronal_112.npy,0.25,Noisy,12.98254099409222,0.3661937117576599
T2_coronal_112.npy,0.25,DnCNN,21.70838372304267,0.7936195135116577
T2_coronal_112.npy,0.25,RicianNet,21.205479182046275,0.7716240286827087
T2_coronal_112.npy,0.25,Attention U-Net,20.707583867243663,0.7512202858924866
T2_coronal_116.npy,0.25,Noisy,12.99648615782657,0.3590589165687561
T2_coronal_116.npy,0.25,DnCNN,21.568461504795508,0.788371205329895
T2_coronal_116.npy,0.25,RicianNet,21.222673768086395,0.7690719366073608
T2_coronal_116.npy,0.25,Attention U-Net,20.645058032423744,0.7403187155723572
T2_coronal_118.npy,0.25,Noisy,12.98678028224348,0.36358878016471863
T2_coronal_118.npy,0.25,DnCNN,21.552319157528977,0.7800061702728271
T2_coronal_118.npy,0.25,RicianNet,21.057261351117866,0.7628324031829834
T2_coronal_118.npy,0.25,Attention U-Net,20.550818719284308,0.7394433617591858
T2_coronal_123.npy,0.25,Noisy,12.82334325947836,0.34962406754493713
T2_coronal_123.npy,0.25,DnCNN,21.650818814903204,0.7874141931533813
T2_coronal_123.npy,0.25,RicianNet,21.242224577820032,0.7667074799537659
T2_coronal_123.npy,0.25,Attention U-Net,20.532490036186076,0.7365120053291321
T2_coronal_127.npy,0.25,Noisy,12.73713689458964,0.3595196008682251
T2_coronal_127.npy,0.25,DnCNN,21.976972471129805,0.7863966226577759
T2_coronal_127.npy,0.25,RicianNet,21.410827836674112,0.7683279514312744
T2_coronal_127.npy,0.25,Attention U-Net,20.463052798955992,0.734891414642334
T2_coronal_133.npy,0.25,Noisy,12.930415331156002,0.3938848674297333
T2_coronal_133.npy,0.25,DnCNN,21.50050335543186,0.7999802231788635
T2_coronal_133.npy,0.25,RicianNet,21.025265523950004,0.7754789590835571
T2_coronal_133.npy,0.25,Attention U-Net,20.166139303343176,0.7437576055526733
T2_coronal_138.npy,0.25,Noisy,13.058945723944742,0.38947299122810364
T2_coronal_138.npy,0.25,DnCNN,21.591227647325386,0.7922475337982178
T2_coronal_138.npy,0.25,RicianNet,21.170227316706594,0.7637125253677368
T2_coronal_138.npy,0.25,Attention U-Net,20.36147804578598,0.7435248494148254
T2_coronal_139.npy,0.25,Noisy,12.99331409884443,0.3901331126689911
T2_coronal_139.npy,0.25,DnCNN,21.410816362524393,0.7851597666740417
T2_coronal_139.npy,0.25,RicianNet,20.997451958045602,0.7644796371459961
T2_coronal_139.npy,0.25,Attention U-Net,20.529595371974114,0.7473868131637573
T2_coronal_142.npy,0.25,Noisy,12.800573742815802,0.40748676657676697
T2_coronal_142.npy,0.25,DnCNN,21.16143615445777,0.7879311442375183
T2_coronal_142.npy,0.25,RicianNet,20.84679994967474,0.7716566920280457
T2_coronal_142.npy,0.25,Attention U-Net,20.247802889363808,0.7517797350883484
T2_coronal_143.npy,0.25,Noisy,12.799887784818136,0.4184725284576416
T2_coronal_143.npy,0.25,DnCNN,21.255284567668035,0.8017996549606323
T2_coronal_143.npy,0.25,RicianNet,20.813497406066066,0.784162700176239
T2_coronal_143.npy,0.25,Attention U-Net,20.226299726721525,0.7628206014633179
T2_coronal_145.npy,0.25,Noisy,12.874191113867662,0.4070674777030945
T2_coronal_145.npy,0.25,DnCNN,21.516726892565536,0.8045507073402405
T2_coronal_145.npy,0.25,RicianNet,21.211340982175493,0.7811868786811829
T2_coronal_145.npy,0.25,Attention U-Net,20.305533977347707,0.7539764642715454
T2_coronal_146.npy,0.25,Noisy,12.75791358775839,0.39304521679878235
T2_coronal_146.npy,0.25,DnCNN,21.18820218343696,0.7868978381156921
T2_coronal_146.npy,0.25,RicianNet,20.820263951915145,0.7605116963386536
T2_coronal_146.npy,0.25,Attention U-Net,19.98892936220093,0.7289955615997314
T2_coronal_154.npy,0.25,Noisy,12.71489173465746,0.39651229977607727
T2_coronal_154.npy,0.25,DnCNN,21.31954224693677,0.7874783277511597
T2_coronal_154.npy,0.25,RicianNet,20.866800254442097,0.7632668614387512
T2_coronal_154.npy,0.25,Attention U-Net,20.295194462012567,0.744737982749939
T2_coronal_156.npy,0.25,Noisy,12.753863146407834,0.3862702548503876
T2_coronal_156.npy,0.25,DnCNN,21.384209475134945,0.7866585850715637
T2_coronal_156.npy,0.25,RicianNet,20.970128911767713,0.7669124007225037
T2_coronal_156.npy,0.25,Attention U-Net,20.148478494629288,0.7382982969284058
T2_coronal_160.npy,0.25,Noisy,12.873110613818234,0.3859714865684509
T2_coronal_160.npy,0.25,DnCNN,21.495660645336343,0.7989552617073059
T2_coronal_160.npy,0.25,RicianNet,21.107120306345305,0.7816502451896667
T2_coronal_160.npy,0.25,Attention U-Net,20.295361570899956,0.7440263032913208
T2_coronal_171.npy,0.25,Noisy,12.795640341497936,0.40359464287757874
T2_coronal_171.npy,0.25,DnCNN,21.201129017939543,0.7792888879776001
T2_coronal_171.npy,0.25,RicianNet,20.83620972688876,0.7598129510879517
T2_coronal_171.npy,0.25,Attention U-Net,20.201154617415334,0.7395162582397461
T2_coronal_172.npy,0.25,Noisy,12.8635943292842,0.40920212864875793
T2_coronal_172.npy,0.25,DnCNN,21.31673948242863,0.779725193977356
T2_coronal_172.npy,0.25,RicianNet,20.989446761839673,0.7616826295852661
T2_coronal_172.npy,0.25,Attention U-Net,20.333056943090014,0.7429015040397644
T2_coronal_175.npy,0.25,Noisy,12.792388471741019,0.4125290811061859
T2_coronal_175.npy,0.25,DnCNN,21.00616843084476,0.7670392990112305
T2_coronal_175.npy,0.25,RicianNet,20.5940219790375,0.7428609132766724
T2_coronal_175.npy,0.25,Attention U-Net,19.916804931764208,0.7276643514633179
T2_coronal_192.npy,0.25,Noisy,12.928281382798348,0.5062732100486755
T2_coronal_192.npy,0.25,DnCNN,20.312554420433926,0.833702802658081
T2_coronal_192.npy,0.25,RicianNet,20.112297397618583,0.8190693855285645
T2_coronal_192.npy,0.25,Attention U-Net,19.637344618471143,0.8007686734199524
T2_coronal_194.npy,0.25,Noisy,12.86262748946648,0.5091891288757324
T2_coronal_194.npy,0.25,DnCNN,20.076861897802615,0.8130341172218323
T2_coronal_194.npy,0.25,RicianNet,19.882522304235522,0.8017523288726807
T2_coronal_194.npy,0.25,Attention U-Net,19.58445817313027,0.7869995832443237
T2_coronal_202.npy,0.25,Noisy,12.485014978235984,0.4518682062625885
T2_coronal_202.npy,0.25,DnCNN,20.454058990542435,0.7991458773612976
T2_coronal_202.npy,0.25,RicianNet,20.461147117161143,0.7934723496437073
T2_coronal_202.npy,0.25,Attention U-Net,19.898240984462227,0.7686588764190674
T2_coronal_205.npy,0.25,Noisy,12.74720505352821,0.4314141571521759
T2_coronal_205.npy,0.25,DnCNN,21.875741988769075,0.8139990568161011
T2_coronal_205.npy,0.25,RicianNet,21.541734461397297,0.7949674725532532
T2_coronal_205.npy,0.25,Attention U-Net,21.1994485484632,0.7854832410812378
T2_coronal_207.npy,0.25,Noisy,12.798064125985896,0.4014516770839691
T2_coronal_207.npy,0.25,DnCNN,21.953592668646138,0.7995002865791321
T2_coronal_207.npy,0.25,RicianNet,22.09550952629528,0.7965710163116455
T2_coronal_207.npy,0.25,Attention U-Net,21.304265842602344,0.7691025137901306
T2_sagittal_000.npy,0.25,Noisy,12.674543851240829,0.38328123092651367
T2_sagittal_000.npy,0.25,DnCNN,20.990323080444533,0.7115405797958374
T2_sagittal_000.npy,0.25,RicianNet,20.762661409034525,0.6984059810638428
T2_sagittal_000.npy,0.25,Attention U-Net,20.263122391558728,0.6828863024711609
T2_sagittal_014.npy,0.25,Noisy,12.776030648122795,0.4587429463863373
T2_sagittal_014.npy,0.25,DnCNN,20.289114947176266,0.7736661434173584
T2_sagittal_014.npy,0.25,RicianNet,20.04050661822251,0.7557267546653748
T2_sagittal_014.npy,0.25,Attention U-Net,19.717315102130286,0.7557210326194763
T2_sagittal_016.npy,0.25,Noisy,12.780581184129282,0.45865604281425476
T2_sagittal_016.npy,0.25,DnCNN,20.249607345831198,0.7718284130096436
T2_sagittal_016.npy,0.25,RicianNet,20.099422149780274,0.7558627128601074
T2_sagittal_016.npy,0.25,Attention U-Net,19.641662346870728,0.7452897429466248
T2_sagittal_021.npy,0.25,Noisy,12.81510572147676,0.4380878210067749
T2_sagittal_021.npy,0.25,DnCNN,20.48322567147034,0.7686383128166199
T2_sagittal_021.npy,0.25,RicianNet,20.233360020927037,0.7519932985305786
T2_sagittal_021.npy,0.25,Attention U-Net,19.783158041636533,0.7377265095710754
T2_sagittal_026.npy,0.25,Noisy,12.724477861221963,0.4223712384700775
T2_sagittal_026.npy,0.25,DnCNN,20.467441835784417,0.7589229345321655
T2_sagittal_026.npy,0.25,RicianNet,20.315130486726947,0.7467969059944153
T2_sagittal_026.npy,0.25,Attention U-Net,19.93569485208829,0.736534059047699
T2_sagittal_030.npy,0.25,Noisy,12.619359111398122,0.414172887802124
T2_sagittal_030.npy,0.25,DnCNN,20.507868698703163,0.7719733119010925
T2_sagittal_030.npy,0.25,RicianNet,20.14508340652021,0.7501997351646423
T2_sagittal_030.npy,0.25,Attention U-Net,20.01162428331064,0.7482207417488098
T2_sagittal_032.npy,0.25,Noisy,12.590028643005002,0.40229254961013794
T2_sagittal_032.npy,0.25,DnCNN,20.618928621183613,0.7607113718986511
T2_sagittal_032.npy,0.25,RicianNet,20.178066134481462,0.7411947846412659
T2_sagittal_032.npy,0.25,Attention U-Net,19.9336270075359,0.7295293211936951
T2_sagittal_033.npy,0.25,Noisy,12.611291980466039,0.40212228894233704
T2_sagittal_033.npy,0.25,DnCNN,20.9800414156374,0.7778308391571045
T2_sagittal_033.npy,0.25,RicianNet,20.620392027719888,0.7553829550743103
T2_sagittal_033.npy,0.25,Attention U-Net,20.256347383161902,0.743817925453186
T2_sagittal_039.npy,0.25,Noisy,12.527994928756458,0.37539610266685486
T2_sagittal_039.npy,0.25,DnCNN,21.045863943777576,0.7598599195480347
T2_sagittal_039.npy,0.25,RicianNet,20.663319105222833,0.7454333305358887
T2_sagittal_039.npy,0.25,Attention U-Net,20.10949538025331,0.7226569652557373
T2_sagittal_045.npy,0.25,Noisy,12.8286173139313,0.391768217086792
T2_sagittal_045.npy,0.25,DnCNN,21.284863617303284,0.7654956579208374
T2_sagittal_045.npy,0.25,RicianNet,21.138111574182652,0.7546640634536743
T2_sagittal_045.npy,0.25,Attention U-Net,20.62596186554222,0.7398874163627625
T2_sagittal_049.npy,0.25,Noisy,12.741213425226762,0.37752142548561096
T2_sagittal_049.npy,0.25,DnCNN,21.663592732650297,0.76138836145401
T2_sagittal_049.npy,0.25,RicianNet,21.157959359404185,0.7443873286247253
T2_sagittal_049.npy,0.25,Attention U-Net,20.749145158557006,0.7302371859550476
T2_sagittal_050.npy,0.25,Noisy,12.750570160720084,0.3792441487312317
T2_sagittal_050.npy,0.25,DnCNN,21.84342140271266,0.7688300609588623
T2_sagittal_050.npy,0.25,RicianNet,21.39121888640357,0.7480164766311646
T2_sagittal_050.npy,0.25,Attention U-Net,20.74631188561776,0.7333170771598816
T2_sagittal_052.npy,0.25,Noisy,12.788191087180499,0.3777316212654114
T2_sagittal_052.npy,0.25,DnCNN,21.594803070981392,0.752894937992096
T2_sagittal_052.npy,0.25,RicianNet,21.121315190075975,0.7341183423995972
T2_sagittal_052.npy,0.25,Attention U-Net,20.554450375193795,0.7208389043807983
T2_sagittal_059.npy,0.25,Noisy,12.691687859149276,0.3495211899280548
T2_sagittal_059.npy,0.25,DnCNN,21.906700944595006,0.7506071925163269
T2_sagittal_059.npy,0.25,RicianNet,21.605486450636413,0.7425241470336914
T2_sagittal_059.npy,0.25,Attention U-Net,20.86432793169309,0.7270462512969971
T2_sagittal_061.npy,0.25,Noisy,12.733298241289724,0.3454679548740387
T2_sagittal_061.npy,0.25,DnCNN,22.37248523610219,0.7702762484550476
T2_sagittal_061.npy,0.25,RicianNet,21.79793000169242,0.7518567442893982
T2_sagittal_061.npy,0.25,Attention U-Net,21.056716022490196,0.7411971688270569
T2_sagittal_066.npy,0.25,Noisy,12.814526650370805,0.3352968394756317
T2_sagittal_066.npy,0.25,DnCNN,22.41829436171523,0.7795270681381226
T2_sagittal_066.npy,0.25,RicianNet,21.856659480129323,0.7649000287055969
T2_sagittal_066.npy,0.25,Attention U-Net,21.0359593950956,0.7376619577407837
T2_sagittal_070.npy,0.25,Noisy,12.928113099883289,0.344902366399765
T2_sagittal_070.npy,0.25,DnCNN,22.599359498561036,0.7945698499679565
T2_sagittal_070.npy,0.25,RicianNet,22.009584099561494,0.7748236656188965
T2_sagittal_070.npy,0.25,Attention U-Net,21.284469714113573,0.7514429092407227
T2_sagittal_071.npy,0.25,Noisy,12.89731750851299,0.347359299659729
T2_sagittal_071.npy,0.25,DnCNN,22.74530695212272,0.7950254082679749
T2_sagittal_071.npy,0.25,RicianNet,22.13818542326991,0.7767144441604614
T2_sagittal_071.npy,0.25,Attention U-Net,21.19550654360743,0.7437022924423218
T2_sagittal_092.npy,0.25,Noisy,12.833489857636087,0.35288262367248535
T2_sagittal_092.npy,0.25,DnCNN,22.63076853720367,0.8178969621658325
T2_sagittal_092.npy,0.25,RicianNet,22.1413090786684,0.8002474904060364
T2_sagittal_092.npy,0.25,Attention U-Net,21.33917854933412,0.7699967622756958
T2_sagittal_099.npy,0.25,Noisy,12.846728844891757,0.3469058573246002
T2_sagittal_099.npy,0.25,DnCNN,22.643427777068837,0.8099191784858704
T2_sagittal_099.npy,0.25,RicianNet,22.15656703678903,0.7981847524642944
T2_sagittal_099.npy,0.25,Attention U-Net,21.358994466013318,0.7732110023498535
T2_sagittal_102.npy,0.25,Noisy,12.818428211010751,0.3428095579147339
T2_sagittal_102.npy,0.25,DnCNN,22.46983219150952,0.8053274154663086
T2_sagittal_102.npy,0.25,RicianNet,22.03023989370502,0.7969011664390564
T2_sagittal_102.npy,0.25,Attention U-Net,21.346131315448336,0.7705363631248474
T2_sagittal_105.npy,0.25,Noisy,12.803703085491179,0.3434465229511261
T2_sagittal_105.npy,0.25,DnCNN,22.50536645988557,0.8054600358009338
T2_sagittal_105.npy,0.25,RicianNet,22.239052048030796,0.8012153506278992
T2_sagittal_105.npy,0.25,Attention U-Net,21.561003622957745,0.7832530736923218
T2_sagittal_108.npy,0.25,Noisy,12.823138393437386,0.3512473702430725
T2_sagittal_108.npy,0.25,DnCNN,22.410892751892952,0.8018234372138977
T2_sagittal_108.npy,0.25,RicianNet,21.968816632632358,0.795552670955658
T2_sagittal_108.npy,0.25,Attention U-Net,21.45397187930317,0.7840595245361328
T2_sagittal_115.npy,0.25,Noisy,12.829178404080997,0.37101268768310547
T2_sagittal_115.npy,0.25,DnCNN,22.10071796658696,0.7859309315681458
T2_sagittal_115.npy,0.25,RicianNet,21.589132383250536,0.7658367156982422
T2_sagittal_115.npy,0.25,Attention U-Net,20.995711879964617,0.753320574760437
T2_sagittal_121.npy,0.25,Noisy,12.892524338652937,0.40689265727996826
T2_sagittal_121.npy,0.25,DnCNN,21.77322961244345,0.8145520687103271
T2_sagittal_121.npy,0.25,RicianNet,21.295732463586397,0.7961441874504089
T2_sagittal_121.npy,0.25,Attention U-Net,20.671539634557394,0.7849814891815186
T2_sagittal_126.npy,0.25,Noisy,13.04278566695691,0.438189297914505
T2_sagittal_126.npy,0.25,DnCNN,21.73333761771839,0.8296449184417725
T2_sagittal_126.npy,0.25,RicianNet,21.37257125293511,0.8140283823013306
T2_sagittal_126.npy,0.25,Attention U-Net,20.638163409853654,0.7981680035591125
T2_sagittal_127.npy,0.25,Noisy,12.993681227194875,0.4318385720252991
T2_sagittal_127.npy,0.25,DnCNN,21.773887065950102,0.8297345638275146
T2_sagittal_127.npy,0.25,RicianNet,21.230171148119016,0.807166337966919
T2_sagittal_127.npy,0.25,Attention U-Net,20.613296520065283,0.7928788661956787
T2_sagittal_133.npy,0.25,Noisy,13.06350792129621,0.45883744955062866
T2_sagittal_133.npy,0.25,DnCNN,21.72238356806845,0.8439009189605713
T2_sagittal_133.npy,0.25,RicianNet,21.449677414459988,0.8305004239082336
T2_sagittal_133.npy,0.25,Attention U-Net,20.633082324523,0.8075711131095886
T2_sagittal_136.npy,0.25,Noisy,13.099048785291703,0.4728826880455017
T2_sagittal_136.npy,0.25,DnCNN,21.514811147059415,0.8476588129997253
T2_sagittal_136.npy,0.25,RicianNet,21.302847452603256,0.8370897769927979
T2_sagittal_136.npy,0.25,Attention U-Net,20.486602148558273,0.8108426928520203
T2_sagittal_143.npy,0.25,Noisy,13.098218603746512,0.4706561267375946
T2_sagittal_143.npy,0.25,DnCNN,21.68688857367418,0.8487098813056946
T2_sagittal_143.npy,0.25,RicianNet,21.436633629615244,0.8343910574913025
T2_sagittal_143.npy,0.25,Attention U-Net,20.62074244143961,0.8089302182197571
T2_sagittal_150.npy,0.25,Noisy,13.136293682261616,0.44028276205062866
T2_sagittal_150.npy,0.25,DnCNN,21.893401632850413,0.8335707187652588
T2_sagittal_150.npy,0.25,RicianNet,21.971593089984008,0.8301129341125488
T2_sagittal_150.npy,0.25,Attention U-Net,21.15105285864375,0.8002730011940002
T2_sagittal_157.npy,0.25,Noisy,13.00656291924297,0.3945438861846924
T2_sagittal_157.npy,0.25,DnCNN,23.100369180080776,0.8191651701927185
T2_sagittal_157.npy,0.25,RicianNet,22.808716628369226,0.8060676455497742
T2_sagittal_157.npy,0.25,Attention U-Net,22.052612660047828,0.7893111705780029
T2_sagittal_158.npy,0.25,Noisy,12.900064968752039,0.3843814730644226
T2_sagittal_158.npy,0.25,DnCNN,22.870582789249546,0.8241549730300903
T2_sagittal_158.npy,0.25,RicianNet,22.734332740065256,0.8073284029960632
T2_sagittal_158.npy,0.25,Attention U-Net,21.97903958342913,0.7939030528068542
T2_sagittal_163.npy,0.25,Noisy,12.871915353407834,0.3174201250076294
T2_sagittal_163.npy,0.25,DnCNN,23.5479277084453,0.7748356461524963
T2_sagittal_163.npy,0.25,RicianNet,23.565176352349447,0.7634406685829163
T2_sagittal_163.npy,0.25,Attention U-Net,23.19465450811629,0.7613140940666199
T2_sagittal_167.npy,0.25,Noisy,13.0890110668659,0.374327152967453
T2_sagittal_167.npy,0.25,DnCNN,23.225073145863398,0.8415737152099609
T2_sagittal_167.npy,0.25,RicianNet,23.548217028648057,0.8614211678504944
T2_sagittal_167.npy,0.25,Attention U-Net,22.684773453680386,0.8540858030319214
T2_sagittal_176.npy,0.25,Noisy,13.027218869159782,0.4502078592777252
T2_sagittal_176.npy,0.25,DnCNN,21.353672723531503,0.8226015567779541
T2_sagittal_176.npy,0.25,RicianNet,21.5389558308115,0.8235250115394592
T2_sagittal_176.npy,0.25,Attention U-Net,20.47349173750117,0.7953062653541565
T2_sagittal_180.npy,0.25,Noisy,12.705534851753299,0.39266058802604675
T2_sagittal_180.npy,0.25,DnCNN,22.099508981002312,0.7802242040634155
T2_sagittal_180.npy,0.25,RicianNet,21.856152474478016,0.7561332583427429
T2_sagittal_180.npy,0.25,Attention U-Net,20.714579660180267,0.7134438157081604
PD_axial_006.npy,0.3,Noisy,13.261295612328418,0.17336249351501465
PD_axial_006.npy,0.3,DnCNN,23.31751624280121,0.753544807434082
PD_axial_006.npy,0.3,RicianNet,23.81766186775114,0.7106155753135681
PD_axial_006.npy,0.3,Attention U-Net,22.691330057539787,0.7227742671966553
PD_axial_010.npy,0.3,Noisy,13.226854064569578,0.12800022959709167
PD_axial_010.npy,0.3,DnCNN,24.067108324195125,0.7569034695625305
